SentenceID,HedgeWord,Sentence,Final,Agreement
770,know,I sure as hell know ZIMMERMAN has no civil rights complaint.,0,0.6
2079,think,I dont think you are wrong at all.,1,1
6303,suppose,I suppose it's against the rules for Democrats to question these things...I understand just blaming Bush is the simplest of answers,1,1
22,like,Its not controversial in the least like the first Zeitgeist film was.,1,1
4357,some,I emailed Kevin Barrett about some errors he made in a presentation.,1,0.6
2636,may,And it gets worse - hundreds of skimmers sit idle...___Ken Marrero alerted me to this video of Florida Senator George LeMieux alerting the world that there are hundreds of oil skimmers across the country and the federal government has refused to allow them to be transferred to the Gulf to help in the cleanup because - get this - there may be an oil spill somewhere else and they might be needed there.,1,1
1422,about,I'm really rather despondent about the state of urban public education,0,1
4025,should,I just don't know where the school should be on this,0,0.8
403,most,I think Newt has been the most accurate and forthright.,0,0.8
3302,about,I have not heard about any kind of Will relating to my dad.,0,1
7476,know,Sent him a text asking him to let me know he was ok,0,1
5521,know,I know my mother despised the sloppiness of the old woman.,1,0.6
4321,about,this same question applies to the following:Mortgage providers(2)Credit Card companies (3)Personal Loan provider (1 personal loan)Banks (2)ThanksYou have no obligation to inform any of the institutions mentioned anything about your current circumstances.,0,1
5336,really,My limited use and the big jump in price meant that it really isn't worth me getting a family saloon like the Passat or a 3-series.,1,1
4806,know,I didn't know if he wanted to be buried or cremated,0,0.6
5349,a bit,PS The Passat's a very nice car too but I've gone off it a bit since it's been broken into twice,1,1
6601,likely,It is likely only a matter of time until he hurts someone else.,1,1
6350,expect,My grandad passed away very suddenly over the weekend and we expect his funeral to be late next week.,0,1
6941,could,We could go tit for tat over and over.,0,0.8
5358,like,Helps that I'm sort of in the trade but I don't like the idea of depreciation all that much and this is one good way to almost completely avoid it.,0,0.8
2644,usually,I would call and double check and see when they usually see clients for the first time.,1,1
3148,like,Perhaps jotting down conversations or chats will help with your grieving and make you feel like you're communicating with her.,1,0.8
3752,about,I know  ive been reading alot about them and asking people I know that have had them how they are..it sounds scary :/I feel for you mama,0,1
6619,should,I've argued before (to the outrage of some) that we should always assume people want to donate their organs and make them sign something if they DON'T want to.,0,0.8
7372,sure,I'm sure your overjoyed at this decision,1,1
2760,maybe,USA is maybe close to this idea,1,1
1573,find,What I find fascinating is..Palin came in fourth,1,0.8
6114,pretty much,Wry has pretty much already told me in this thread that doing things charitably is meaningless,1,1
175,possible,But it's also possible that something more mysterious is going on.,1,0.8
60,might,"Do that a few times and these people might start to behave better.""""",1,1
1836,like,This is something I do all day long and while I'm at home I like to not think about work so much.,0,0.8
4759,imagine,I realize that we adapt to whatever situation but I don't want to be the last one standing and can't imagine what that must be like.,0,1
693,some,I do understand some of the hardships in recent memory that need to overcome such as the stolen generation and residential schools.,1,0.8
4572,apparently,It apparently would not be an issue for the Jews to not wear their cap as recently,1,1
3253,like,"He stated that Al Sharpton a self made man from the streets like me was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton""""",1,0.9
1157,think,actually i think the thing that gets most farmers through another year of misery is the oil leasesthe two famers i talk to the most also work for the post office in order to keep the damn things goingmy cat litter farm is the prizewinner!,1,1
5917,about,You're talking about White House press releases.,0,1
5317,remember,Just remember he loves you.,0,0.6
6397,feel,I think a lot more people feel the same way as you do,1,0.6
4780,sure,"For people who say that I do not know what they think,you sure do a poor job of attempting to demonstrate that I am wrong",1,0.8
603,some,What is so wrong with that do to Jesse's efforts some benefits were paid by the company and the state relented and released some money too.,1,0.8
3485,like,Some places like Relate charge for counselling but on a sliding scale.,1,1
2268,some,And some of them require lots of paper work from the doctor to justify every time it is due for refill.,0,0.6
4442,really,It's scary to know he's still out there but I'm not really concerned because he's old and all i have to do is kick him in the hip.....It was funny though because the day the news reported him back pepper spray sold out....People are freaking..,1,0.6
4102,much,But I very much doubt there was a conspiracy by the Bush admin.,1,0.6
4530,feel,I have been on meds (citalopram) in the past but they make me feel really weird and I don't like taking them.,0,1
2267,several,In my specific case several medications I take I can not get at the military hospital because they are not on the list of approved medications so instead I have to use the Tricare system and pay my share rather then get them for free.,1,0.8
6659,completely,Please keep in mind swearing must be completely masked in the public sections of the forum.,0,1
6614,several,There are apparently several options - keep them frozen (in which future viability of the embryo is not a given),1,1
